"{""K_h"": 0.022000000000000002, ""K_p"": 0.5, ""K_i"": 0.005, ""K_d"": 0.4, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.14444250364423505
"{""K_h"": 0.022000000000000002, ""K_p"": 0.30000000000000004, ""K_i"": 0.004, ""K_d"": 0.2, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.32032249366602017
"{""K_h"": 0.022000000000000002, ""K_p"": 0.5, ""K_i"": 0.005, ""K_d"": 0.5, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.365739118516603
"{""K_h"": 0.022000000000000002, ""K_p"": 0.30000000000000004, ""K_i"": 0.004, ""K_d"": 0.1, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.3853686583066687
"{""K_h"": 0.022000000000000002, ""K_p"": 0.30000000000000004, ""K_i"": 0.004, ""K_d"": 0.30000000000000004, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.5464148064036769
"{""K_h"": 0.015, ""K_p"": 0.4, ""K_i"": 0.003, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0}",0.611482661292929
"{""K_h"": 0.015, ""K_p"": 0.4, ""K_i"": 0.003, ""K_d"": 0.0, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.611482661292929
"{""K_h"": 0.015, ""K_p"": 0.4, ""K_i"": 0.003, ""K_d"": 0.1, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.6459650204243127
"{""K_h"": 0.015, ""K_p"": 0.4, ""K_i"": 0.003, ""K_d"": 0.2, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.6776124980186303
"{""K_h"": 0.022000000000000002, ""K_p"": 0.4, ""K_i"": 0.004, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0}",0.6956959661159126
"{""K_h"": 0.022000000000000002, ""K_p"": 0.4, ""K_i"": 0.004, ""K_d"": 0.0, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.6956959661159126
"{""K_h"": 0.015, ""K_p"": 0.4, ""K_i"": 0.003, ""K_d"": 0.30000000000000004, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.7061746154385704
"{""K_h"": 0.015, ""K_p"": 0.4, ""K_i"": 0.003, ""K_d"": 0.4, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.7352048305377227
"{""K_h"": 0.015, ""K_p"": 0.4, ""K_i"": 0.003, ""K_d"": 0.5, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.7613476231123483
"{""K_h"": 0.022000000000000002, ""K_p"": 0.30000000000000004, ""K_i"": 0.004, ""K_d"": 0.4, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.8151790499487312
"{""K_h"": 0.015, ""K_p"": 0.5, ""K_i"": 0.003, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0}",0.833413806364798
"{""K_h"": 0.015, ""K_p"": 0.5, ""K_i"": 0.003, ""K_d"": 0.0, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.833413806364798
"{""K_h"": 0.015, ""K_p"": 0.5, ""K_i"": 0.003, ""K_d"": 0.1, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.8485959883541566
"{""K_h"": 0.015, ""K_p"": 0.5, ""K_i"": 0.003, ""K_d"": 0.2, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.8638012797609086
"{""K_h"": 0.015, ""K_p"": 0.5, ""K_i"": 0.003, ""K_d"": 0.30000000000000004, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.8756082531845669
"{""K_h"": 0.022000000000000002, ""K_p"": 0.4, ""K_i"": 0.004, ""K_d"": 0.1, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.885734878756684
"{""K_h"": 0.015, ""K_p"": 0.5, ""K_i"": 0.003, ""K_d"": 0.4, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.890906464670876
"{""K_h"": 0.015, ""K_p"": 0.5, ""K_i"": 0.003, ""K_d"": 0.5, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",0.9065406042176268
"{""K_h"": 0.022000000000000002, ""K_p"": 0.4, ""K_i"": 0.004, ""K_d"": 0.2, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",1.0601029803981847
"{""K_h"": 0.022000000000000002, ""K_p"": 0.30000000000000004, ""K_i"": 0.004, ""K_d"": 0.5, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",1.0887919178699645
"{""K_h"": 0.022000000000000002, ""K_p"": 0.5, ""K_i"": 0.004, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0}",1.1559926755854846
"{""K_h"": 0.022000000000000002, ""K_p"": 0.5, ""K_i"": 0.004, ""K_d"": 0.0, ""K_diffx"": 0, ""K_px"": 0, ""K_ix"": 0, ""K_dx"": 0}",1.1559926755854846
