0.029,2.0,2.0,1.2000000000000002,2.2089079069430246,58.71200559128165
0.029,1.6,1.6,0.4,2.2518299727638356,131.52356379713234
0.029,1.6,1.2000000000000002,0.4,2.2518813222887513,132.2294198511586
0.029,1.6,0.8,0.4,2.2519653735052607,132.93608888292042
0.029,1.6,2.0,0.4,2.251968242121865,131.05345572681716
0.029,1.6,0.4,0.4,2.2520827225520574,133.6435722391408
0.029,1.6,0.0,0.4,2.2522339820850767,134.3518712800238
0.029,2.0,0.0,0.4,2.2523967253228045,127.77270117662374
0.029,2.0,0.4,0.4,2.252539759343924,127.07196409673979
0.029,2.0,0.8,0.4,2.252807156975239,126.60526678505482
0.029,2.0,1.2000000000000002,0.4,2.2529976908616494,125.9058682472008
0.029,2.0,1.6,0.4,2.2532160721641437,125.20727101271919
0.029,1.2000000000000002,2.0,0.4,2.2532599202292194,137.66808835235767
0.029,2.0,2.0,0.4,2.2534618476066766,124.50947385258979
0.029,1.2000000000000002,1.6,0.4,2.2536170032685066,138.3810370662809
0.029,1.2000000000000002,1.2000000000000002,0.4,2.254012657776579,139.09481098540937
0.029,1.2000000000000002,0.8,0.4,2.2544476503966884,139.80941159355208
0.029,1.2000000000000002,0.4,0.4,2.254922770858508,140.52484039291076
0.029,1.2000000000000002,0.0,0.4,2.2554388328955364,141.24109890476595
0.029,0.8,2.0,0.4,2.258042478002744,144.83466703428104
0.029,0.8,1.6,0.4,2.2586236323203064,145.79631467250763
0.029,0.8,1.2000000000000002,0.4,2.258853632254416,146.51847609658142
0.029,0.8,0.8,0.4,2.259535840303864,147.48271410562594
0.029,0.8,0.4,0.4,2.259841304411789,148.2068221244922
0.029,0.8,0.0,0.4,2.260628812951651,149.17366052421
0.029,0.4,2.0,0.4,2.264470991986505,153.54284020650633
0.029,0.4,1.6,0.4,2.265078210477721,154.2739659500044
0.029,0.4,1.2000000000000002,0.4,2.2662816063780724,155.25017703614023
0.029,0.4,0.8,0.4,2.2675578946540167,156.22790037330807
0.029,0.4,0.4,0.4,2.26890888980415,157.20713960215858
0.029,0.4,0.0,0.4,2.269724982115981,157.94252789672962
0.029,0.0,0.0,0.8,2.274171356074595,101.25167434721193
0.029,0.0,0.4,0.8,2.2746965181228713,100.8045675447285
0.029,0.0,0.8,0.8,2.2750232747492976,100.58113800446206
0.029,0.0,1.2000000000000002,0.8,2.2755639774132983,100.13454078233804
0.029,0.0,1.6,0.8,2.2761146483580363,99.6882826926572
0.029,0.0,2.0,0.8,2.2766751776105405,99.24236340520957
0.029,0.0,2.0,0.4,2.277280366038251,162.6201593088992
0.029,0.0,1.6,0.4,2.2791704911245794,163.60934909655614
0.029,0.4,0.0,0.8,2.2793793843977985,97.2399086093551
0.029,0.4,0.4,0.8,2.2799924796863222,96.79584706290369
0.029,0.4,0.8,0.8,2.280614745019348,96.35212219784762
0.029,0.4,1.2000000000000002,0.8,2.280992603362378,96.13038447275495
0.029,0.0,1.2000000000000002,0.4,2.281152118730777,164.60008460792588
0.029,0.4,1.6,0.8,2.2816286425712846,95.68716417583308
0.029,0.4,2.0,0.8,2.2822735978923947,95.24427975537132
0.029,0.0,0.8,0.4,2.28322519681183,165.592368283212
0.029,0.8,0.0,0.8,2.285348202247625,93.25544727091845
0.029,0.0,0.4,0.4,2.285394307605968,166.5862057783565
0.029,0.8,0.4,0.8,2.2860406782052003,92.8144046417313
0.029,0.8,0.8,0.8,2.286454713524096,92.59400810066803
0.029,0.8,1.2000000000000002,0.8,2.2871597435604003,92.15346619128415
0.029,0.0,0.0,0.4,2.287663098134972,167.58160211648655
0.029,0.8,1.6,0.8,2.287872955096705,91.71325764635434
0.029,0.8,2.0,0.8,2.288594264734117,91.27338215869358
0.029,1.2000000000000002,0.0,0.8,2.291689374782153,89.51720481382044
0.029,1.2000000000000002,0.4,0.8,2.2924500485011374,89.07899012858682
0.029,1.2000000000000002,0.8,0.8,2.2928985829452397,88.86000717468777
0.029,1.2000000000000002,1.2000000000000002,0.8,2.2936706641279425,88.42228924997468
0.029,1.2000000000000002,1.6,0.8,2.294450229822906,87.98490209624552
0.029,1.2000000000000002,2.0,0.8,2.2949082031255803,87.76633271841922
0.029,1.6,0.0,0.8,2.2985885585664474,85.80291812727788
0.029,1.6,0.4,0.8,2.299064521359832,85.58517298452428
0.029,1.6,0.8,0.8,2.2998908999753143,85.1499286087622
0.029,1.6,1.2000000000000002,0.8,2.30072421312239,84.71501277508668
0.029,1.6,1.6,0.8,2.301208752002455,84.49767831232148
