0.022000000000000002,0.30000000000000004,0.004,0.1,1.7331136968797114,230.45099228539146,[ 0.         -0.38536866]
0.022000000000000002,0.30000000000000004,0.004,0.2,1.792373865398285,205.58972565354702,[ 0.         -0.32032249]
0.022000000000000002,0.30000000000000004,0.004,0.30000000000000004,2.0374385604153176,201.79524919767192,[ 0.         -0.54641481]
0.022000000000000002,0.5,0.005,0.4,2.247176972214521,79.45310628594282,[ 0.        -0.1444425]
0.022000000000000002,0.30000000000000004,0.004,0.4,2.305430301801689,201.94974962940847,[ 0.         -0.81517905]
0.022000000000000002,0.5,0.005,0.5,2.3783692314347764,97.47397741636537,[ 0.         -0.36573912]
0.022000000000000002,0.4,0.004,0.0,2.411101532594418,156.918886704299,[ 0.         -0.69569597]
0.022000000000000002,0.30000000000000004,0.004,0.5,2.573025429597961,203.1532976544007,[ 0.         -1.08879192]
0.022000000000000002,0.4,0.004,0.1,2.579844676360748,161.17804047918725,[ 0.         -0.88573488]
0.022000000000000002,0.4,0.004,0.2,2.737757558516613,164.4690843763143,[ 0.         -1.06010298]
0.022000000000000002,0.30000000000000004,0.005,0.1,2.769970411258596,283.71554629475423,[ 0.         -1.68854814]
0.022000000000000002,0.30000000000000004,0.004,0.0,2.8578520315500104,279.9923863641549,[ 0.         -1.75781396]
0.022000000000000002,0.4,0.004,0.30000000000000004,2.889082498044404,167.27655163558293,[ 0.         -1.22546526]
0.015,0.4,0.003,0.0,2.8927759651735476,43.74133922387624,[ 0.         -0.61148266]
0.015,0.4,0.003,0.1,2.9160528272841097,45.98243862804058,[ 0.         -0.64596502]
0.022000000000000002,0.5,0.004,0.0,2.92969675402714,145.25918431166897,[ 0.         -1.15599268]
0.015,0.4,0.003,0.2,2.937472106432512,48.028078317223624,[ 0.        -0.6776125]
0.015,0.4,0.003,0.30000000000000004,2.9567953565712175,49.875851773470586,[ 0.         -0.70617462]
0.015,0.4,0.003,0.4,2.976553314195116,51.730303268521276,[ 0.         -0.73520483]
0.015,0.4,0.003,0.5,2.994427618270416,53.38400096838645,[ 0.         -0.76134762]
0.022000000000000002,0.5,0.004,0.1,3.0236162257632504,147.22922710737274,[ 0.         -1.25976236]
0.022000000000000002,0.4,0.004,0.4,3.030285852081683,169.59177888564838,[ 0.         -1.37824475]
0.022000000000000002,0.5,0.004,0.2,3.1125828441492898,148.9613419281172,[ 0.         -1.35738955]
0.022000000000000002,0.4,0.004,0.5,3.165193670097107,171.6619786808828,[ 0.         -1.52350356]
0.015,0.5,0.003,0.0,3.1702926944490812,32.624222383143355,[ 0.         -0.83341381]
0.015,0.5,0.003,0.1,3.180493624058643,33.62047285910273,[ 0.         -0.84859599]
0.015,0.5,0.003,0.2,3.1907077279582414,34.61871036053349,[ 0.         -0.86380128]
0.022000000000000002,0.5,0.004,0.30000000000000004,3.1956766681829847,150.45295866736984,[ 0.         -1.44794146]
0.015,0.5,0.003,0.30000000000000004,3.1985161818667787,35.41841426355769,[ 0.         -0.87560825]
0.015,0.5,0.003,0.4,3.208805229910266,36.42024695212202,[ 0.         -0.89090646]
0.015,0.5,0.003,0.5,3.2194201662067337,37.42408760217864,[ 0.        -0.9065406]
0.022000000000000002,0.5,0.004,0.4,3.27785325132209,151.948171327482,[ 0.         -1.53759411]
0.022000000000000002,0.5,0.004,0.5,3.359221724020487,153.44701952767667,[ 0.         -1.62645682]
0.008,0.1,0.002,0.2,3.7499370912558065,227.79611342781087,[ 0.         -2.38891766]
0.022000000000000002,0.5,0.003,0.0,3.980965168617165,177.70258983801244,[ 0.         -2.36947812]
0.022000000000000002,0.5,0.003,0.1,4.046605474560458,177.22772371591626,[ 0.         -2.43274409]
0.022000000000000002,0.5,0.003,0.2,4.1139859475336635,177.00722130629913,[ 0.         -2.49902205]
0.022000000000000002,0.4,0.003,0.0,4.121284780870521,206.5217422476159,[ 0.         -2.65389349]
0.022000000000000002,0.5,0.003,0.30000000000000004,4.175945740964385,176.78393323489374,[ 0.         -2.55986541]
0.022000000000000002,0.4,0.003,0.1,4.229351442850627,204.99890018866387,[ 0.         -2.75434594]
0.022000000000000002,0.5,0.003,0.4,4.233037150764848,176.55816120290865,[ 0.         -2.61582796]
